1,2007-08-01 00:00:00.000,38,38
1,2007-10-01 00:00:00.000,41,79
1,2008-01-01 00:00:00.000,17,96
1,2008-03-01 00:00:00.000,18,114
1,2008-04-01 00:00:00.000,60,174
2,2006-09-01 00:00:00.000,6,6
2,2007-08-01 00:00:00.000,18,24
2,2007-11-01 00:00:00.000,10,34
2,2008-03-01 00:00:00.000,29,63
3,2006-11-01 00:00:00.000,24,24
3,2007-04-01 00:00:00.000,30,54
3,2007-05-01 00:00:00.000,80,134
3,2007-06-01 00:00:00.000,83,217
3,2007-09-01 00:00:00.000,102,319
3,2008-01-01 00:00:00.000,40,359
4,2006-11-01 00:00:00.000,50,50
4,2006-12-01 00:00:00.000,55,105
4,2007-02-01 00:00:00.000,40,145
4,2007-06-01 00:00:00.000,96,241
4,2007-10-01 00:00:00.000,89,330
4,2007-11-01 00:00:00.000,43,373
4,2007-12-01 00:00:00.000,103,476
4,2008-02-01 00:00:00.000,19,495
4,2008-03-01 00:00:00.000,124,619
4,2008-04-01 00:00:00.000,31,650
5,2006-08-01 00:00:00.000,126,126
5,2006-12-01 00:00:00.000,43,169
5,2007-02-01 00:00:00.000,84,253
5,2007-05-01 00:00:00.000,87,340
5,2007-06-01 00:00:00.000,87,427
5,2007-08-01 00:00:00.000,52,479
5,2007-09-01 00:00:00.000,65,544
5,2007-10-01 00:00:00.000,35,579
5,2007-11-01 00:00:00.000,61,640
5,2007-12-01 00:00:00.000,10,650
5,2008-01-01 00:00:00.000,167,817
5,2008-02-01 00:00:00.000,128,945
5,2008-03-01 00:00:00.000,56,1001
6,2007-04-01 00:00:00.000,23,23
6,2007-06-01 00:00:00.000,18,41
6,2007-07-01 00:00:00.000,27,68
6,2008-01-01 00:00:00.000,10,78
6,2008-03-01 00:00:00.000,34,112
6,2008-04-01 00:00:00.000,28,140
7,2006-07-01 00:00:00.000,50,50
7,2006-09-01 00:00:00.000,80,130
7,2006-11-01 00:00:00.000,138,268
7,2007-02-01 00:00:00.000,168,436
7,2007-06-01 00:00:00.000,143,579
7,2007-08-01 00:00:00.000,25,604
7,2007-09-01 00:00:00.000,12,616
7,2008-01-01 00:00:00.000,50,666
8,2006-10-01 00:00:00.000,90,90
8,2007-12-01 00:00:00.000,60,150
8,2008-03-01 00:00:00.000,40,190
9,2006-10-01 00:00:00.000,87,87
9,2006-11-01 00:00:00.000,94,181
9,2007-03-01 00:00:00.000,53,234
9,2007-04-01 00:00:00.000,110,344
9,2007-05-01 00:00:00.000,45,389
9,2007-09-01 00:00:00.000,80,469
9,2007-10-01 00:00:00.000,51,520
9,2007-11-01 00:00:00.000,147,667
9,2008-01-01 00:00:00.000,36,703
9,2008-02-01 00:00:00.000,119,822
9,2008-03-01 00:00:00.000,108,930
9,2008-05-01 00:00:00.000,50,980
10,2006-12-01 00:00:00.000,81,81
10,2007-01-01 00:00:00.000,269,350
10,2007-04-01 00:00:00.000,80,430
10,2007-11-01 00:00:00.000,105,535
10,2008-03-01 00:00:00.000,289,824
10,2008-04-01 00:00:00.000,132,956
11,2006-08-01 00:00:00.000,39,39
11,2007-03-01 00:00:00.000,77,116
11,2007-05-01 00:00:00.000,52,168
11,2007-06-01 00:00:00.000,26,194
11,2007-07-01 00:00:00.000,10,204
11,2008-03-01 00:00:00.000,55,259
11,2008-04-01 00:00:00.000,34,293
12,2007-04-01 00:00:00.000,19,19
12,2007-12-01 00:00:00.000,1,20
12,2008-01-01 00:00:00.000,27,47
12,2008-02-01 00:00:00.000,10,57
12,2008-03-01 00:00:00.000,28,85
12,2008-04-01 00:00:00.000,30,115
13,2006-07-01 00:00:00.000,11,11
14,2006-07-01 00:00:00.000,57,57
14,2006-12-01 00:00:00.000,65,122
14,2007-04-01 00:00:00.000,66,188
14,2007-11-01 00:00:00.000,153,341
14,2008-03-01 00:00:00.000,32,373
14,2008-04-01 00:00:00.000,92,465
15,2006-08-01 00:00:00.000,60,60
15,2007-03-01 00:00:00.000,15,75
15,2007-04-01 00:00:00.000,30,105
15,2008-03-01 00:00:00.000,9,114
15,2008-04-01 00:00:00.000,19,133
16,2007-02-01 00:00:00.000,32,32
16,2007-03-01 00:00:00.000,22,54
16,2008-01-01 00:00:00.000,33,87
17,2006-11-01 00:00:00.000,44,44
17,2006-12-01 00:00:00.000,18,62
17,2007-12-01 00:00:00.000,20,82
17,2008-01-01 00:00:00.000,32,114
17,2008-04-01 00:00:00.000,37,151
17,2008-05-01 00:00:00.000,9,160
18,2006-09-01 00:00:00.000,13,13
18,2007-07-01 00:00:00.000,19,32
18,2007-09-01 00:00:00.000,9,41
18,2008-02-01 00:00:00.000,39,80
19,2006-11-01 00:00:00.000,35,35
19,2007-01-01 00:00:00.000,86,121
19,2007-05-01 00:00:00.000,39,160
19,2007-11-01 00:00:00.000,30,190
19,2008-03-01 00:00:00.000,86,276
19,2008-04-01 00:00:00.000,293,569
20,2006-07-01 00:00:00.000,305,305
20,2006-11-01 00:00:00.000,198,503
20,2006-12-01 00:00:00.000,334,837
20,2007-01-01 00:00:00.000,411,1248
20,2007-02-01 00:00:00.000,170,1418
20,2007-04-01 00:00:00.000,233,1651
20,2007-06-01 00:00:00.000,39,1690
20,2007-07-01 00:00:00.000,215,1905
20,2007-08-01 00:00:00.000,164,2069
20,2007-09-01 00:00:00.000,59,2128
20,2007-10-01 00:00:00.000,108,2236
20,2007-12-01 00:00:00.000,551,2787
20,2008-01-01 00:00:00.000,337,3124
20,2008-02-01 00:00:00.000,346,3470
20,2008-03-01 00:00:00.000,271,3741
20,2008-04-01 00:00:00.000,602,4343
20,2008-05-01 00:00:00.000,200,4543
21,2006-11-01 00:00:00.000,70,70
21,2006-12-01 00:00:00.000,25,95
21,2007-01-01 00:00:00.000,68,163
21,2007-04-01 00:00:00.000,37,200
21,2007-06-01 00:00:00.000,50,250
21,2007-08-01 00:00:00.000,85,335
21,2007-10-01 00:00:00.000,22,357
23,2007-01-01 00:00:00.000,51,51
23,2007-03-01 00:00:00.000,42,93
23,2007-08-01 00:00:00.000,102,195
23,2007-12-01 00:00:00.000,159,354
24,2006-07-01 00:00:00.000,60,60
24,2006-10-01 00:00:00.000,140,200
24,2006-12-01 00:00:00.000,6,206
24,2007-02-01 00:00:00.000,49,255
24,2007-05-01 00:00:00.000,98,353
24,2007-06-01 00:00:00.000,60,413
24,2007-10-01 00:00:00.000,75,488
24,2007-12-01 00:00:00.000,186,674
24,2008-01-01 00:00:00.000,21,695
24,2008-02-01 00:00:00.000,146,841
24,2008-03-01 00:00:00.000,142,983
24,2008-04-01 00:00:00.000,251,1234
25,2006-07-01 00:00:00.000,135,135
25,2006-10-01 00:00:00.000,297,432
25,2006-12-01 00:00:00.000,121,553
25,2007-03-01 00:00:00.000,50,603
25,2007-06-01 00:00:00.000,35,638
25,2007-08-01 00:00:00.000,94,732
25,2007-09-01 00:00:00.000,312,1044
25,2007-10-01 00:00:00.000,72,1116
25,2007-12-01 00:00:00.000,34,1150
25,2008-01-01 00:00:00.000,105,1255
25,2008-03-01 00:00:00.000,124,1379
25,2008-04-01 00:00:00.000,146,1525
26,2007-09-01 00:00:00.000,32,32
26,2008-01-01 00:00:00.000,23,55
26,2008-03-01 00:00:00.000,14,69
27,2007-01-01 00:00:00.000,2,2
27,2007-10-01 00:00:00.000,10,12
27,2007-11-01 00:00:00.000,9,21
27,2007-12-01 00:00:00.000,1,22
27,2008-04-01 00:00:00.000,32,54
28,2006-10-01 00:00:00.000,59,59
28,2006-11-01 00:00:00.000,30,89
28,2007-03-01 00:00:00.000,91,180
28,2007-05-01 00:00:00.000,100,280
28,2007-07-01 00:00:00.000,16,296
28,2007-09-01 00:00:00.000,51,347
28,2008-03-01 00:00:00.000,2,349
29,2006-11-01 00:00:00.000,10,10
29,2007-01-01 00:00:00.000,12,22
29,2007-06-01 00:00:00.000,5,27
29,2008-02-01 00:00:00.000,5,32
29,2008-03-01 00:00:00.000,10,42
30,2006-09-01 00:00:00.000,85,85
30,2007-05-01 00:00:00.000,34,119
30,2007-08-01 00:00:00.000,29,148
30,2008-02-01 00:00:00.000,151,299
30,2008-03-01 00:00:00.000,53,352
30,2008-04-01 00:00:00.000,43,395
31,2007-01-01 00:00:00.000,34,34
31,2007-09-01 00:00:00.000,61,95
31,2007-10-01 00:00:00.000,78,173
31,2007-11-01 00:00:00.000,65,238
31,2007-12-01 00:00:00.000,43,281
31,2008-03-01 00:00:00.000,20,301
31,2008-04-01 00:00:00.000,14,315
32,2007-05-01 00:00:00.000,20,20
32,2007-07-01 00:00:00.000,93,113
32,2007-09-01 00:00:00.000,107,220
32,2008-01-01 00:00:00.000,50,270
32,2008-03-01 00:00:00.000,30,300
32,2008-04-01 00:00:00.000,45,345
33,2006-07-01 00:00:00.000,14,14
33,2007-12-01 00:00:00.000,20,34
34,2006-07-01 00:00:00.000,162,162
34,2007-05-01 00:00:00.000,84,246
34,2007-08-01 00:00:00.000,35,281
34,2007-10-01 00:00:00.000,50,331
34,2007-12-01 00:00:00.000,30,361
34,2008-02-01 00:00:00.000,226,587
34,2008-03-01 00:00:00.000,147,734
34,2008-04-01 00:00:00.000,105,839
35,2006-07-01 00:00:00.000,46,46
35,2006-12-01 00:00:00.000,106,152
35,2007-03-01 00:00:00.000,186,338
35,2007-04-01 00:00:00.000,49,387
35,2007-05-01 00:00:00.000,48,435
35,2007-07-01 00:00:00.000,143,578
35,2007-08-01 00:00:00.000,110,688
35,2007-10-01 00:00:00.000,24,712
35,2007-12-01 00:00:00.000,90,802
35,2008-02-01 00:00:00.000,92,894
35,2008-03-01 00:00:00.000,132,1026
35,2008-04-01 00:00:00.000,70,1096
36,2006-12-01 00:00:00.000,45,45
36,2007-01-01 00:00:00.000,22,67
36,2007-07-01 00:00:00.000,34,101
36,2007-09-01 00:00:00.000,21,122
37,2006-09-01 00:00:00.000,200,200
37,2006-10-01 00:00:00.000,86,286
37,2006-12-01 00:00:00.000,204,490
37,2007-01-01 00:00:00.000,75,565
37,2007-04-01 00:00:00.000,215,780
37,2007-06-01 00:00:00.000,103,883
37,2007-08-01 00:00:00.000,98,981
37,2007-09-01 00:00:00.000,118,1099
37,2007-10-01 00:00:00.000,130,1229
37,2007-11-01 00:00:00.000,60,1289
37,2008-02-01 00:00:00.000,216,1505
37,2008-03-01 00:00:00.000,79,1584
37,2008-04-01 00:00:00.000,100,1684
38,2006-09-01 00:00:00.000,44,44
38,2006-10-01 00:00:00.000,36,80
38,2007-03-01 00:00:00.000,24,104
38,2007-08-01 00:00:00.000,50,154
38,2007-09-01 00:00:00.000,5,159
38,2007-11-01 00:00:00.000,31,190
38,2007-12-01 00:00:00.000,12,202
38,2008-01-01 00:00:00.000,61,263
38,2008-03-01 00:00:00.000,32,295
39,2006-10-01 00:00:00.000,84,84
39,2007-02-01 00:00:00.000,97,181
39,2007-03-01 00:00:00.000,23,204
39,2007-04-01 00:00:00.000,32,236
39,2007-05-01 00:00:00.000,39,275
39,2007-08-01 00:00:00.000,47,322
39,2007-10-01 00:00:00.000,116,438
39,2007-12-01 00:00:00.000,65,503
39,2008-01-01 00:00:00.000,222,725
39,2008-02-01 00:00:00.000,119,844
39,2008-04-01 00:00:00.000,59,903
40,2008-01-01 00:00:00.000,19,19
40,2008-03-01 00:00:00.000,64,83
41,2006-11-01 00:00:00.000,73,73
41,2006-12-01 00:00:00.000,6,79
41,2007-01-01 00:00:00.000,108,187
41,2007-02-01 00:00:00.000,50,237
41,2007-04-01 00:00:00.000,55,292
41,2007-07-01 00:00:00.000,21,313
41,2007-08-01 00:00:00.000,8,321
41,2007-12-01 00:00:00.000,35,356
41,2008-01-01 00:00:00.000,32,388
41,2008-03-01 00:00:00.000,44,432
41,2008-04-01 00:00:00.000,10,442
42,2007-04-01 00:00:00.000,35,35
42,2007-08-01 00:00:00.000,10,45
42,2008-01-01 00:00:00.000,17,62
43,2007-03-01 00:00:00.000,10,10
43,2007-05-01 00:00:00.000,10,20
44,2006-08-01 00:00:00.000,76,76
44,2006-10-01 00:00:00.000,69,145
44,2007-04-01 00:00:00.000,173,318
44,2007-05-01 00:00:00.000,130,448
44,2007-06-01 00:00:00.000,50,498
44,2007-07-01 00:00:00.000,75,573
44,2007-12-01 00:00:00.000,43,616
44,2008-01-01 00:00:00.000,33,649
44,2008-02-01 00:00:00.000,15,664
44,2008-03-01 00:00:00.000,20,684
44,2008-05-01 00:00:00.000,110,794
45,2007-06-01 00:00:00.000,31,31
45,2007-10-01 00:00:00.000,55,86
45,2007-11-01 00:00:00.000,22,108
45,2008-02-01 00:00:00.000,73,181
46,2006-08-01 00:00:00.000,76,76
46,2006-09-01 00:00:00.000,57,133
46,2006-10-01 00:00:00.000,75,208
46,2006-11-01 00:00:00.000,54,262
46,2006-12-01 00:00:00.000,14,276
46,2007-02-01 00:00:00.000,128,404
46,2007-04-01 00:00:00.000,45,449
46,2007-05-01 00:00:00.000,100,549
46,2007-12-01 00:00:00.000,50,599
46,2008-01-01 00:00:00.000,90,689
46,2008-02-01 00:00:00.000,8,697
46,2008-04-01 00:00:00.000,90,787
46,2008-05-01 00:00:00.000,49,836
47,2007-01-01 00:00:00.000,50,50
